date,menu_item,quantity
2025-10-20,Seafood Paella,453
2025-10-20,Tortilla Espanola,32
2025-10-21,Chicken Roast,1
2025-10-21,Cortado,45
2025-10-21,Estrella Damm (Caña),45
2025-10-21,Gambas al Ajillo,12
2025-10-21,Glass of Rioja,46
2025-10-21,Grilled Steak,1
2025-10-21,Menu del Dia,15
2025-10-21,Patatas Bravas,18
2025-10-21,Sangria Jug,56
2025-10-21,Seafood Paella,221
2025-10-21,Tortilla Espanola,10
2025-10-22,Chicken Roast,2
2025-10-22,Cortado,101
2025-10-22,Estrella Damm (Caña),100
2025-10-22,Gambas al Ajillo,17
2025-10-22,Glass of Rioja,107
2025-10-22,Grilled Steak,3
2025-10-22,Menu del Dia,28
2025-10-22,Patatas Bravas,24
2025-10-22,Sangria Jug,105
2025-10-22,Seafood Paella,432
2025-10-22,Tortilla Espanola,24
2025-10-23,Chicken Roast,1
2025-10-23,Cortado,78
2025-10-23,Estrella Damm (Caña),85
2025-10-23,Gambas al Ajillo,11
2025-10-23,Glass of Rioja,95
2025-10-23,Grilled Steak,1
2025-10-23,Menu del Dia,21
2025-10-23,Patatas Bravas,14
2025-10-23,Sangria Jug,80
2025-10-23,Seafood Paella,371
2025-10-23,Tortilla Espanola,18
2025-10-24,Chicken Roast,4
2025-10-24,Cortado,105
2025-10-24,Estrella Damm (Caña),108
2025-10-24,Gambas al Ajillo,16
2025-10-24,Glass of Rioja,110
2025-10-24,Grilled Steak,3
2025-10-24,Menu del Dia,20
2025-10-24,Patatas Bravas,22
2025-10-24,Sangria Jug,82
2025-10-24,Seafood Paella,439
2025-10-24,Tortilla Espanola,17
2025-10-25,Chicken Roast,1
2025-10-25,Cortado,71
2025-10-25,Estrella Damm (Caña),71
2025-10-25,Gambas al Ajillo,17
2025-10-25,Glass of Rioja,59
2025-10-25,Menu del Dia,16
2025-10-25,Patatas Bravas,8
2025-10-25,Sangria Jug,50
2025-10-25,Seafood Paella,246
2025-10-25,Tortilla Espanola,10
2025-10-26,Chicken Roast,1
2025-10-26,Cortado,99
2025-10-26,Estrella Damm (Caña),83
2025-10-26,Gambas al Ajillo,16
2025-10-26,Glass of Rioja,103
2025-10-26,Grilled Steak,2
2025-10-26,Menu del Dia,22
2025-10-26,Patatas Bravas,23
2025-10-26,Sangria Jug,102
2025-10-26,Seafood Paella,382
2025-10-26,Tortilla Espanola,13
2025-10-27,Chicken Roast,4
2025-10-27,Cortado,103
2025-10-27,Estrella Damm (Caña),101
2025-10-27,Gambas al Ajillo,19
2025-10-27,Glass of Rioja,89
2025-10-27,Grilled Steak,2
2025-10-27,Menu del Dia,19
2025-10-27,Patatas Bravas,12
2025-10-27,Sangria Jug,105
2025-10-27,Seafood Paella,379
2025-10-27,Tortilla Espanola,8
2025-10-28,Chicken Roast,3
2025-10-28,Cortado,104
2025-10-28,Estrella Damm (Caña),111
2025-10-28,Gambas al Ajillo,25
2025-10-28,Glass of Rioja,115
2025-10-28,Grilled Steak,3
2025-10-28,Menu del Dia,30
2025-10-28,Patatas Bravas,31
2025-10-28,Sangria Jug,131
2025-10-28,Seafood Paella,472
2025-10-28,Tortilla Espanola,24
2025-10-29,Chicken Roast,4
2025-10-29,Cortado,102
2025-10-29,Estrella Damm (Caña),97
2025-10-29,Gambas al Ajillo,18
2025-10-29,Glass of Rioja,101
2025-10-29,Grilled Steak,2
2025-10-29,Menu del Dia,24
2025-10-29,Patatas Bravas,18
2025-10-29,Sangria Jug,94
2025-10-29,Seafood Paella,337
2025-10-29,Tortilla Espanola,18
2025-10-30,Chicken Roast,2
2025-10-30,Cortado,90
2025-10-30,Estrella Damm (Caña),77
2025-10-30,Gambas al Ajillo,20
2025-10-30,Glass of Rioja,75
2025-10-30,Grilled Steak,2
2025-10-30,Menu del Dia,23
2025-10-30,Patatas Bravas,24
2025-10-30,Sangria Jug,95
2025-10-30,Seafood Paella,323
2025-10-30,Tortilla Espanola,25
2025-10-31,Cortado,70
2025-10-31,Estrella Damm (Caña),72
2025-10-31,Gambas al Ajillo,9
2025-10-31,Glass of Rioja,65
2025-10-31,Menu del Dia,15
2025-10-31,Patatas Bravas,11
2025-10-31,Sangria Jug,65
2025-10-31,Seafood Paella,226
2025-10-31,Tortilla Espanola,9
2025-11-01,Chicken Roast,2
2025-11-01,Cortado,105
2025-11-01,Estrella Damm (Caña),105
2025-11-01,Gambas al Ajillo,19
2025-11-01,Glass of Rioja,98
2025-11-01,Grilled Steak,1
2025-11-01,Menu del Dia,21
2025-11-01,Patatas Bravas,18
2025-11-01,Sangria Jug,110
2025-11-01,Seafood Paella,405
2025-11-01,Tortilla Espanola,19
2025-11-02,Chicken Roast,3
2025-11-02,Cortado,101
2025-11-02,Estrella Damm (Caña),110
2025-11-02,Gambas al Ajillo,17
2025-11-02,Glass of Rioja,101
2025-11-02,Grilled Steak,3
2025-11-02,Menu del Dia,23
2025-11-02,Patatas Bravas,19
2025-11-02,Sangria Jug,113
2025-11-02,Seafood Paella,376
2025-11-02,Tortilla Espanola,19
2025-11-03,Cortado,63
2025-11-03,Estrella Damm (Caña),70
2025-11-03,Gambas al Ajillo,28
2025-11-03,Glass of Rioja,59
2025-11-03,Grilled Steak,1
2025-11-03,Menu del Dia,19
2025-11-03,Patatas Bravas,14
2025-11-03,Sangria Jug,68
2025-11-03,Seafood Paella,267
2025-11-03,Tortilla Espanola,24
2025-11-04,Chicken Roast,2
2025-11-04,Cortado,93
2025-11-04,Estrella Damm (Caña),98
2025-11-04,Gambas al Ajillo,24
2025-11-04,Glass of Rioja,93
2025-11-04,Menu del Dia,18
2025-11-04,Patatas Bravas,19
2025-11-04,Sangria Jug,101
2025-11-04,Seafood Paella,416
2025-11-04,Tortilla Espanola,24
2025-11-05,Chicken Roast,2
2025-11-05,Cortado,99
2025-11-05,Estrella Damm (Caña),82
2025-11-05,Gambas al Ajillo,20
2025-11-05,Glass of Rioja,111
2025-11-05,Grilled Steak,1
2025-11-05,Menu del Dia,20
2025-11-05,Patatas Bravas,22
2025-11-05,Sangria Jug,109
2025-11-05,Seafood Paella,395
2025-11-05,Tortilla Espanola,34
2025-11-06,Chicken Roast,1
2025-11-06,Cortado,86
2025-11-06,Estrella Damm (Caña),92
2025-11-06,Gambas al Ajillo,15
2025-11-06,Glass of Rioja,97
2025-11-06,Grilled Steak,3
2025-11-06,Menu del Dia,12
2025-11-06,Patatas Bravas,20
2025-11-06,Sangria Jug,108
2025-11-06,Seafood Paella,380
2025-11-06,Tortilla Espanola,18
2025-11-07,Chicken Roast,1
2025-11-07,Cortado,77
2025-11-07,Estrella Damm (Caña),63
2025-11-07,Gambas al Ajillo,21
2025-11-07,Glass of Rioja,81
2025-11-07,Menu del Dia,13
2025-11-07,Patatas Bravas,10
2025-11-07,Sangria Jug,72
2025-11-07,Seafood Paella,273
2025-11-07,Tortilla Espanola,14
2025-11-08,Chicken Roast,5
2025-11-08,Cortado,97
2025-11-08,Estrella Damm (Caña),101
2025-11-08,Gambas al Ajillo,21
2025-11-08,Glass of Rioja,133
2025-11-08,Grilled Steak,2
2025-11-08,Menu del Dia,34
2025-11-08,Patatas Bravas,19
2025-11-08,Sangria Jug,119
2025-11-08,Seafood Paella,443
2025-11-08,Tortilla Espanola,12
2025-11-09,Cortado,102
2025-11-09,Estrella Damm (Caña),106
2025-11-09,Gambas al Ajillo,19
2025-11-09,Glass of Rioja,111
2025-11-09,Grilled Steak,1
2025-11-09,Menu del Dia,27
2025-11-09,Patatas Bravas,24
2025-11-09,Sangria Jug,103
2025-11-09,Seafood Paella,366
2025-11-09,Tortilla Espanola,18
2025-11-10,Chicken Roast,1
2025-11-10,Cortado,66
2025-11-10,Estrella Damm (Caña),45
2025-11-10,Gambas al Ajillo,8
2025-11-10,Glass of Rioja,53
2025-11-10,Menu del Dia,12
2025-11-10,Patatas Bravas,8
2025-11-10,Sangria Jug,80
2025-11-10,Seafood Paella,223
2025-11-10,Tortilla Espanola,13
2025-11-11,Chicken Roast,2
2025-11-11,Cortado,76
2025-11-11,Estrella Damm (Caña),65
2025-11-11,Gambas al Ajillo,15
2025-11-11,Glass of Rioja,72
2025-11-11,Grilled Steak,1
2025-11-11,Menu del Dia,24
2025-11-11,Patatas Bravas,12
2025-11-11,Sangria Jug,78
2025-11-11,Seafood Paella,330
2025-11-11,Tortilla Espanola,16
2025-11-12,Chicken Roast,4
2025-11-12,Cortado,111
2025-11-12,Estrella Damm (Caña),93
2025-11-12,Gambas al Ajillo,21
2025-11-12,Glass of Rioja,108
2025-11-12,Grilled Steak,5
2025-11-12,Menu del Dia,26
2025-11-12,Patatas Bravas,25
2025-11-12,Sangria Jug,106
2025-11-12,Seafood Paella,430
2025-11-12,Tortilla Espanola,19
2025-11-13,Chicken Roast,6
2025-11-13,Cortado,86
2025-11-13,Estrella Damm (Caña),94
2025-11-13,Gambas al Ajillo,12
2025-11-13,Glass of Rioja,95
2025-11-13,Grilled Steak,6
2025-11-13,Menu del Dia,28
2025-11-13,Patatas Bravas,13
2025-11-13,Sangria Jug,80
2025-11-13,Seafood Paella,381
2025-11-13,Tortilla Espanola,20
2025-11-14,Chicken Roast,3
2025-11-14,Cortado,106
2025-11-14,Estrella Damm (Caña),112
2025-11-14,Gambas al Ajillo,17
2025-11-14,Glass of Rioja,108
2025-11-14,Grilled Steak,1
2025-11-14,Menu del Dia,24
2025-11-14,Patatas Bravas,13
2025-11-14,Sangria Jug,113
2025-11-14,Seafood Paella,401
2025-11-14,Tortilla Espanola,21
2025-11-15,Chicken Roast,2
2025-11-15,Cortado,89
2025-11-15,Estrella Damm (Caña),114
2025-11-15,Gambas al Ajillo,22
2025-11-15,Glass of Rioja,112
2025-11-15,Grilled Steak,1
2025-11-15,Menu del Dia,29
2025-11-15,Patatas Bravas,22
2025-11-15,Sangria Jug,113
2025-11-15,Seafood Paella,431
2025-11-15,Tortilla Espanola,23
2025-11-16,Chicken Roast,1
2025-11-16,Cortado,50
2025-11-16,Estrella Damm (Caña),57
2025-11-16,Gambas al Ajillo,14
2025-11-16,Glass of Rioja,65
2025-11-16,Grilled Steak,3
2025-11-16,Menu del Dia,18
2025-11-16,Patatas Bravas,11
2025-11-16,Sangria Jug,50
2025-11-16,Seafood Paella,238
2025-11-16,Tortilla Espanola,10
2025-11-17,Cortado,84
2025-11-17,Estrella Damm (Caña),61
2025-11-17,Gambas al Ajillo,11
2025-11-17,Glass of Rioja,84
2025-11-17,Grilled Steak,3
2025-11-17,Menu del Dia,20
2025-11-17,Patatas Bravas,20
2025-11-17,Sangria Jug,88
2025-11-17,Seafood Paella,293
2025-11-17,Tortilla Espanola,19
2025-11-18,Chicken Roast,4
2025-11-18,Cortado,69
2025-11-18,Estrella Damm (Caña),69
2025-11-18,Gambas al Ajillo,26
2025-11-18,Glass of Rioja,77
2025-11-18,Grilled Steak,2
2025-11-18,Menu del Dia,23
2025-11-18,Patatas Bravas,22
2025-11-18,Sangria Jug,72
2025-11-18,Seafood Paella,306
2025-11-18,Tortilla Espanola,24
2025-11-19,Chicken Roast,3
2025-11-19,Cortado,90
2025-11-19,Estrella Damm (Caña),85
2025-11-19,Gambas al Ajillo,19
2025-11-19,Glass of Rioja,99
2025-11-19,Grilled Steak,6
2025-11-19,Menu del Dia,19
2025-11-19,Patatas Bravas,18
2025-11-19,Sangria Jug,88
2025-11-19,Seafood Paella,353
2025-11-19,Tortilla Espanola,16
2025-11-20,Chicken Roast,2
2025-11-20,Cortado,116
2025-11-20,Estrella Damm (Caña),108
2025-11-20,Gambas al Ajillo,19
2025-11-20,Glass of Rioja,96
2025-11-20,Grilled Steak,1
2025-11-20,Menu del Dia,20
2025-11-20,Patatas Bravas,21
2025-11-20,Sangria Jug,105
2025-11-20,Seafood Paella,442
2025-11-20,Tortilla Espanola,19
2025-11-21,Chicken Roast,2
2025-11-21,Cortado,82
2025-11-21,Estrella Damm (Caña),94
2025-11-21,Gambas al Ajillo,15
2025-11-21,Glass of Rioja,83
2025-11-21,Grilled Steak,4
2025-11-21,Menu del Dia,26
2025-11-21,Patatas Bravas,21
2025-11-21,Sangria Jug,88
2025-11-21,Seafood Paella,362
2025-11-21,Tortilla Espanola,21
2025-11-22,Chicken Roast,1
2025-11-22,Cortado,85
2025-11-22,Estrella Damm (Caña),103
2025-11-22,Gambas al Ajillo,13
2025-11-22,Glass of Rioja,100
2025-11-22,Grilled Steak,2
2025-11-22,Menu del Dia,18
2025-11-22,Patatas Bravas,13
2025-11-22,Sangria Jug,93
2025-11-22,Seafood Paella,385
2025-11-22,Tortilla Espanola,15
2025-11-23,Chicken Roast,3
2025-11-23,Cortado,80
2025-11-23,Estrella Damm (Caña),65
2025-11-23,Gambas al Ajillo,8
2025-11-23,Glass of Rioja,60
2025-11-23,Grilled Steak,4
2025-11-23,Menu del Dia,26
2025-11-23,Patatas Bravas,9
2025-11-23,Sangria Jug,75
2025-11-23,Seafood Paella,273
2025-11-23,Tortilla Espanola,10
2025-11-24,Chicken Roast,8
2025-11-24,Cortado,95
2025-11-24,Estrella Damm (Caña),98
2025-11-24,Gambas al Ajillo,24
2025-11-24,Glass of Rioja,96
2025-11-24,Grilled Steak,2
2025-11-24,Menu del Dia,28
2025-11-24,Patatas Bravas,23
2025-11-24,Sangria Jug,98
2025-11-24,Seafood Paella,373
2025-11-24,Tortilla Espanola,19
2025-11-25,Chicken Roast,1
2025-11-25,Cortado,92
2025-11-25,Estrella Damm (Caña),74
2025-11-25,Gambas al Ajillo,27
2025-11-25,Glass of Rioja,97
2025-11-25,Grilled Steak,4
2025-11-25,Menu del Dia,16
2025-11-25,Patatas Bravas,21
2025-11-25,Sangria Jug,91
2025-11-25,Seafood Paella,346
2025-11-25,Tortilla Espanola,17
2025-11-26,Chicken Roast,1
2025-11-26,Cortado,55
2025-11-26,Estrella Damm (Caña),68
2025-11-26,Gambas al Ajillo,12
2025-11-26,Glass of Rioja,55
2025-11-26,Menu del Dia,14
2025-11-26,Patatas Bravas,12
2025-11-26,Sangria Jug,62
2025-11-26,Seafood Paella,230
2025-11-26,Tortilla Espanola,12
2025-11-27,Chicken Roast,3
2025-11-27,Cortado,104
2025-11-27,Estrella Damm (Caña),114
2025-11-27,Gambas al Ajillo,20
2025-11-27,Glass of Rioja,111
2025-11-27,Grilled Steak,1
2025-11-27,Menu del Dia,28
2025-11-27,Patatas Bravas,20
2025-11-27,Sangria Jug,115
2025-11-27,Seafood Paella,447
2025-11-27,Tortilla Espanola,19
2025-11-28,Chicken Roast,5
2025-11-28,Cortado,115
2025-11-28,Estrella Damm (Caña),112
2025-11-28,Gambas al Ajillo,21
2025-11-28,Glass of Rioja,102
2025-11-28,Grilled Steak,5
2025-11-28,Menu del Dia,31
2025-11-28,Patatas Bravas,16
2025-11-28,Sangria Jug,103
2025-11-28,Seafood Paella,435
2025-11-28,Tortilla Espanola,21
2025-11-29,Chicken Roast,2
2025-11-29,Cortado,87
2025-11-29,Estrella Damm (Caña),98
2025-11-29,Gambas al Ajillo,17
2025-11-29,Glass of Rioja,110
2025-11-29,Grilled Steak,4
2025-11-29,Menu del Dia,24
2025-11-29,Patatas Bravas,25
2025-11-29,Sangria Jug,99
2025-11-29,Seafood Paella,365
2025-11-29,Tortilla Espanola,12
2025-11-30,Chicken Roast,2
2025-11-30,Cortado,66
2025-11-30,Estrella Damm (Caña),90
2025-11-30,Gambas al Ajillo,14
2025-11-30,Glass of Rioja,81
2025-11-30,Grilled Steak,2
2025-11-30,Menu del Dia,16
2025-11-30,Patatas Bravas,19
2025-11-30,Sangria Jug,79
2025-11-30,Seafood Paella,285
2025-11-30,Tortilla Espanola,18
2025-12-01,Chicken Roast,2
2025-12-01,Cortado,77
2025-12-01,Estrella Damm (Caña),72
2025-12-01,Gambas al Ajillo,12
2025-12-01,Glass of Rioja,73
2025-12-01,Grilled Steak,1
2025-12-01,Menu del Dia,17
2025-12-01,Patatas Bravas,25
2025-12-01,Sangria Jug,73
2025-12-01,Seafood Paella,337
2025-12-01,Tortilla Espanola,23
2025-12-02,Chicken Roast,5
2025-12-02,Cortado,96
2025-12-02,Estrella Damm (Caña),75
2025-12-02,Gambas al Ajillo,19
2025-12-02,Glass of Rioja,78
2025-12-02,Menu del Dia,20
2025-12-02,Patatas Bravas,21
2025-12-02,Sangria Jug,82
2025-12-02,Seafood Paella,340
2025-12-02,Tortilla Espanola,15
2025-12-03,Chicken Roast,3
2025-12-03,Cortado,93
2025-12-03,Estrella Damm (Caña),108
2025-12-03,Gambas al Ajillo,23
2025-12-03,Glass of Rioja,96
2025-12-03,Grilled Steak,6
2025-12-03,Menu del Dia,17
2025-12-03,Patatas Bravas,22
2025-12-03,Sangria Jug,99
2025-12-03,Seafood Paella,417
2025-12-03,Tortilla Espanola,22
2025-12-04,Cortado,88
2025-12-04,Estrella Damm (Caña),72
2025-12-04,Gambas al Ajillo,11
2025-12-04,Glass of Rioja,75
2025-12-04,Grilled Steak,1
2025-12-04,Menu del Dia,19
2025-12-04,Patatas Bravas,12
2025-12-04,Sangria Jug,69
2025-12-04,Seafood Paella,308
2025-12-04,Tortilla Espanola,11
2025-12-05,Chicken Roast,6
2025-12-05,Cortado,121
2025-12-05,Estrella Damm (Caña),99
2025-12-05,Gambas al Ajillo,24
2025-12-05,Glass of Rioja,117
2025-12-05,Grilled Steak,2
2025-12-05,Menu del Dia,28
2025-12-05,Patatas Bravas,29
2025-12-05,Sangria Jug,138
2025-12-05,Seafood Paella,458
2025-12-05,Tortilla Espanola,24
2025-12-06,Chicken Roast,3
2025-12-06,Cortado,50
2025-12-06,Estrella Damm (Caña),59
2025-12-06,Gambas al Ajillo,9
2025-12-06,Glass of Rioja,70
2025-12-06,Menu del Dia,11
2025-12-06,Patatas Bravas,11
2025-12-06,Sangria Jug,54
2025-12-06,Seafood Paella,232
2025-12-06,Tortilla Espanola,15
2025-12-07,Chicken Roast,1
2025-12-07,Cortado,100
2025-12-07,Estrella Damm (Caña),96
2025-12-07,Gambas al Ajillo,18
2025-12-07,Glass of Rioja,102
2025-12-07,Grilled Steak,3
2025-12-07,Menu del Dia,21
2025-12-07,Patatas Bravas,15
2025-12-07,Sangria Jug,104
2025-12-07,Seafood Paella,384
2025-12-07,Tortilla Espanola,9
2025-12-08,Cortado,60
2025-12-08,Estrella Damm (Caña),86
2025-12-08,Gambas al Ajillo,12
2025-12-08,Glass of Rioja,79
2025-12-08,Grilled Steak,1
2025-12-08,Menu del Dia,21
2025-12-08,Patatas Bravas,13
2025-12-08,Sangria Jug,75
2025-12-08,Seafood Paella,339
2025-12-08,Tortilla Espanola,17
2025-12-09,Chicken Roast,1
2025-12-09,Cortado,84
2025-12-09,Estrella Damm (Caña),112
2025-12-09,Gambas al Ajillo,16
2025-12-09,Glass of Rioja,105
2025-12-09,Grilled Steak,5
2025-12-09,Menu del Dia,28
2025-12-09,Patatas Bravas,16
2025-12-09,Sangria Jug,100
2025-12-09,Seafood Paella,405
2025-12-09,Tortilla Espanola,27
2025-12-10,Chicken Roast,4
2025-12-10,Cortado,101
2025-12-10,Estrella Damm (Caña),97
2025-12-10,Gambas al Ajillo,15
2025-12-10,Glass of Rioja,100
2025-12-10,Grilled Steak,3
2025-12-10,Menu del Dia,14
2025-12-10,Patatas Bravas,19
2025-12-10,Sangria Jug,96
2025-12-10,Seafood Paella,401
2025-12-10,Tortilla Espanola,23
2025-12-11,Chicken Roast,3
2025-12-11,Cortado,61
2025-12-11,Estrella Damm (Caña),68
2025-12-11,Gambas al Ajillo,15
2025-12-11,Glass of Rioja,39
2025-12-11,Grilled Steak,1
2025-12-11,Menu del Dia,9
2025-12-11,Patatas Bravas,8
2025-12-11,Sangria Jug,69
2025-12-11,Seafood Paella,223
2025-12-11,Tortilla Espanola,15
2025-12-12,Chicken Roast,1
2025-12-12,Cortado,112
2025-12-12,Estrella Damm (Caña),87
2025-12-12,Gambas al Ajillo,13
2025-12-12,Glass of Rioja,94
2025-12-12,Grilled Steak,6
2025-12-12,Menu del Dia,35
2025-12-12,Patatas Bravas,11
2025-12-12,Sangria Jug,94
2025-12-12,Seafood Paella,390
2025-12-12,Tortilla Espanola,16
2025-12-13,Chicken Roast,1
2025-12-13,Cortado,78
2025-12-13,Estrella Damm (Caña),83
2025-12-13,Gambas al Ajillo,13
2025-12-13,Glass of Rioja,75
2025-12-13,Grilled Steak,2
2025-12-13,Menu del Dia,18
2025-12-13,Patatas Bravas,8
2025-12-13,Sangria Jug,70
2025-12-13,Seafood Paella,277
2025-12-13,Tortilla Espanola,17
2025-12-14,Cortado,83
2025-12-14,Estrella Damm (Caña),72
2025-12-14,Gambas al Ajillo,10
2025-12-14,Glass of Rioja,67
2025-12-14,Grilled Steak,3
2025-12-14,Menu del Dia,12
2025-12-14,Patatas Bravas,11
2025-12-14,Sangria Jug,73
2025-12-14,Seafood Paella,271
2025-12-14,Tortilla Espanola,2
2025-12-15,Chicken Roast,1
2025-12-15,Cortado,98
2025-12-15,Estrella Damm (Caña),92
2025-12-15,Gambas al Ajillo,19
2025-12-15,Glass of Rioja,113
2025-12-15,Grilled Steak,1
2025-12-15,Menu del Dia,31
2025-12-15,Patatas Bravas,11
2025-12-15,Sangria Jug,96
2025-12-15,Seafood Paella,391
2025-12-15,Tortilla Espanola,11
2025-12-16,Chicken Roast,3
2025-12-16,Cortado,54
2025-12-16,Estrella Damm (Caña),44
2025-12-16,Gambas al Ajillo,11
2025-12-16,Glass of Rioja,54
2025-12-16,Grilled Steak,1
2025-12-16,Menu del Dia,20
2025-12-16,Patatas Bravas,6
2025-12-16,Sangria Jug,45
2025-12-16,Seafood Paella,222
2025-12-16,Tortilla Espanola,4
2025-12-17,Cortado,82
2025-12-17,Estrella Damm (Caña),114
2025-12-17,Gambas al Ajillo,14
2025-12-17,Glass of Rioja,95
2025-12-17,Grilled Steak,2
2025-12-17,Menu del Dia,31
2025-12-17,Patatas Bravas,12
2025-12-17,Sangria Jug,95
2025-12-17,Seafood Paella,415
2025-12-17,Tortilla Espanola,24
2025-12-18,Cortado,99
2025-12-18,Estrella Damm (Caña),83
2025-12-18,Gambas al Ajillo,15
2025-12-18,Glass of Rioja,107
2025-12-18,Grilled Steak,3
2025-12-18,Menu del Dia,23
2025-12-18,Patatas Bravas,21
2025-12-18,Sangria Jug,78
2025-12-18,Seafood Paella,388
2025-12-18,Tortilla Espanola,19
2025-12-19,Chicken Roast,1
2025-12-19,Cortado,86
2025-12-19,Estrella Damm (Caña),117
2025-12-19,Gambas al Ajillo,13
2025-12-19,Glass of Rioja,104
2025-12-19,Grilled Steak,2
2025-12-19,Menu del Dia,31
2025-12-19,Patatas Bravas,16
2025-12-19,Sangria Jug,111
2025-12-19,Seafood Paella,421
2025-12-19,Tortilla Espanola,16
2025-12-20,Chicken Roast,2
2025-12-20,Cortado,99
2025-12-20,Estrella Damm (Caña),91
2025-12-20,Gambas al Ajillo,14
2025-12-20,Glass of Rioja,89
2025-12-20,Grilled Steak,1
2025-12-20,Menu del Dia,25
2025-12-20,Patatas Bravas,9
2025-12-20,Sangria Jug,106
2025-12-20,Seafood Paella,377
2025-12-20,Tortilla Espanola,14
2025-12-21,Chicken Roast,3
2025-12-21,Cortado,104
2025-12-21,Estrella Damm (Caña),98
2025-12-21,Gambas al Ajillo,12
2025-12-21,Glass of Rioja,81
2025-12-21,Grilled Steak,2
2025-12-21,Menu del Dia,32
2025-12-21,Patatas Bravas,28
2025-12-21,Sangria Jug,80
2025-12-21,Seafood Paella,405
2025-12-21,Tortilla Espanola,14
2025-12-22,Chicken Roast,4
2025-12-22,Cortado,98
2025-12-22,Estrella Damm (Caña),99
2025-12-22,Gambas al Ajillo,24
2025-12-22,Glass of Rioja,103
2025-12-22,Grilled Steak,5
2025-12-22,Menu del Dia,16
2025-12-22,Patatas Bravas,24
2025-12-22,Sangria Jug,99
2025-12-22,Seafood Paella,428
2025-12-22,Tortilla Espanola,18
2025-12-23,Chicken Roast,1
2025-12-23,Cortado,84
2025-12-23,Estrella Damm (Caña),111
2025-12-23,Gambas al Ajillo,20
2025-12-23,Glass of Rioja,102
2025-12-23,Menu del Dia,25
2025-12-23,Patatas Bravas,26
2025-12-23,Sangria Jug,82
2025-12-23,Seafood Paella,339
2025-12-23,Tortilla Espanola,22
2025-12-24,Chicken Roast,3
2025-12-24,Cortado,59
2025-12-24,Estrella Damm (Caña),46
2025-12-24,Gambas al Ajillo,5
2025-12-24,Glass of Rioja,54
2025-12-24,Grilled Steak,2
2025-12-24,Menu del Dia,18
2025-12-24,Patatas Bravas,2
2025-12-24,Sangria Jug,56
2025-12-24,Seafood Paella,197
2025-12-24,Tortilla Espanola,8
2025-12-25,Chicken Roast,2
2025-12-25,Cortado,119
2025-12-25,Estrella Damm (Caña),87
2025-12-25,Gambas al Ajillo,17
2025-12-25,Glass of Rioja,117
2025-12-25,Grilled Steak,2
2025-12-25,Menu del Dia,25
2025-12-25,Patatas Bravas,21
2025-12-25,Sangria Jug,100
2025-12-25,Seafood Paella,437
2025-12-25,Tortilla Espanola,23
2025-12-26,Chicken Roast,2
2025-12-26,Cortado,90
2025-12-26,Estrella Damm (Caña),110
2025-12-26,Gambas al Ajillo,27
2025-12-26,Glass of Rioja,128
2025-12-26,Grilled Steak,1
2025-12-26,Menu del Dia,28
2025-12-26,Patatas Bravas,19
2025-12-26,Sangria Jug,129
2025-12-26,Seafood Paella,409
2025-12-26,Tortilla Espanola,30
2025-12-27,Chicken Roast,2
2025-12-27,Cortado,54
2025-12-27,Estrella Damm (Caña),69
2025-12-27,Gambas al Ajillo,10
2025-12-27,Glass of Rioja,62
2025-12-27,Grilled Steak,2
2025-12-27,Menu del Dia,13
2025-12-27,Patatas Bravas,9
2025-12-27,Sangria Jug,60
2025-12-27,Seafood Paella,212
2025-12-27,Tortilla Espanola,13
2025-12-28,Chicken Roast,2
2025-12-28,Cortado,77
2025-12-28,Estrella Damm (Caña),112
2025-12-28,Gambas al Ajillo,24
2025-12-28,Glass of Rioja,101
2025-12-28,Grilled Steak,1
2025-12-28,Menu del Dia,31
2025-12-28,Patatas Bravas,22
2025-12-28,Sangria Jug,98
2025-12-28,Seafood Paella,402
2025-12-28,Tortilla Espanola,19
2025-12-29,Chicken Roast,1
2025-12-29,Cortado,75
2025-12-29,Estrella Damm (Caña),53
2025-12-29,Gambas al Ajillo,15
2025-12-29,Glass of Rioja,62
2025-12-29,Grilled Steak,4
2025-12-29,Menu del Dia,14
2025-12-29,Patatas Bravas,16
2025-12-29,Sangria Jug,68
2025-12-29,Seafood Paella,271
2025-12-29,Tortilla Espanola,11
2025-12-30,Chicken Roast,4
2025-12-30,Cortado,101
2025-12-30,Estrella Damm (Caña),104
2025-12-30,Gambas al Ajillo,23
2025-12-30,Glass of Rioja,114
2025-12-30,Grilled Steak,3
2025-12-30,Menu del Dia,24
2025-12-30,Patatas Bravas,29
2025-12-30,Sangria Jug,110
2025-12-30,Seafood Paella,452
2025-12-30,Tortilla Espanola,28
2025-12-31,Chicken Roast,3
2025-12-31,Cortado,98
2025-12-31,Estrella Damm (Caña),114
2025-12-31,Gambas al Ajillo,21
2025-12-31,Glass of Rioja,107
2025-12-31,Grilled Steak,2
2025-12-31,Menu del Dia,33
2025-12-31,Patatas Bravas,25
2025-12-31,Sangria Jug,128
2025-12-31,Seafood Paella,397
2025-12-31,Tortilla Espanola,20
