date,ingredient,quantity_used
2025-08-25,Eggs,54.0
2025-08-25,Onions,1.8
2025-08-25,Beef Steak,0.3
2025-08-26,Rice (Bomba),64.0845
2025-08-26,Seafood Mix,109.95
2025-08-26,Olive Oil,25.4
2025-08-26,Sangria Mix,104.0
2025-08-26,Coffee Beans,1.5756
2025-08-26,Beer Keg (30L),40.8
2025-08-26,Wine Bottle (Red),14.85
2025-08-26,Chicken,9.393
2025-08-26,Potatoes,17.978
2025-08-26,Lettuce,3.1
2025-08-26,Beef Steak,1.8
2025-08-26,Eggs,75.0
2025-08-26,Onions,2.5
2025-08-27,Rice (Bomba),65.145
2025-08-27,Seafood Mix,112.1
2025-08-27,Olive Oil,26.15
2025-08-27,Coffee Beans,1.6665
2025-08-27,Wine Bottle (Red),15.45
2025-08-27,Sangria Mix,98.0
2025-08-27,Beer Keg (30L),33.6
2025-08-27,Chicken,6.767
2025-08-27,Potatoes,16.867
2025-08-27,Lettuce,1.7
2025-08-27,Eggs,72.0
2025-08-27,Onions,2.4
2025-08-27,Beef Steak,1.2
2025-08-28,Rice (Bomba),57.57
2025-08-28,Seafood Mix,98.2
2025-08-28,Olive Oil,22.6
2025-08-28,Coffee Beans,1.3938
2025-08-28,Wine Bottle (Red),13.8
2025-08-28,Sangria Mix,96.0
2025-08-28,Beer Keg (30L),38.1
2025-08-28,Chicken,7.777
2025-08-28,Potatoes,15.049
2025-08-28,Lettuce,2.3
2025-08-28,Eggs,69.0
2025-08-28,Onions,2.3
2025-08-28,Beef Steak,0.3
2025-08-29,Rice (Bomba),61.9635
2025-08-29,Seafood Mix,106.25
2025-08-29,Olive Oil,24.85
2025-08-29,Beer Keg (30L),40.5
2025-08-29,Coffee Beans,1.7574
2025-08-29,Wine Bottle (Red),16.5
2025-08-29,Sangria Mix,103.0
2025-08-29,Chicken,8.08
2025-08-29,Potatoes,18.382
2025-08-29,Lettuce,2.4
2025-08-29,Eggs,66.0
2025-08-29,Onions,2.2
2025-08-29,Beef Steak,1.2
2025-08-30,Rice (Bomba),50.7525
2025-08-30,Seafood Mix,86.35
2025-08-30,Olive Oil,19.4
2025-08-30,Wine Bottle (Red),12.9
2025-08-30,Coffee Beans,1.4695
2025-08-30,Sangria Mix,102.0
2025-08-30,Beer Keg (30L),35.7
2025-08-30,Chicken,8.282
2025-08-30,Potatoes,12.625
2025-08-30,Lettuce,2.6
2025-08-30,Eggs,48.0
2025-08-30,Onions,1.6
2025-08-30,Beef Steak,0.9
2025-08-31,Sangria Mix,112.0
2025-08-31,Coffee Beans,1.4089
2025-08-31,Rice (Bomba),59.994
2025-08-31,Seafood Mix,101.4
2025-08-31,Olive Oil,22.7
2025-08-31,Wine Bottle (Red),16.5
2025-08-31,Beer Keg (30L),35.4
2025-08-31,Chicken,7.878
2025-08-31,Potatoes,14.746
2025-08-31,Lettuce,2.6
2025-08-31,Beef Steak,0.6
2025-08-31,Eggs,36.0
2025-08-31,Onions,1.2
2025-09-01,Sangria Mix,103.0
2025-09-01,Rice (Bomba),63.024
2025-09-01,Seafood Mix,109.2
2025-09-01,Olive Oil,25.7
2025-09-01,Wine Bottle (Red),14.55
2025-09-01,Coffee Beans,1.6059
2025-09-01,Beer Keg (30L),38.1
2025-09-01,Chicken,5.555
2025-09-01,Potatoes,16.362
2025-09-01,Lettuce,1.7
2025-09-01,Eggs,54.0
2025-09-01,Onions,1.8
2025-09-01,Beef Steak,0.9
2025-09-02,Beer Keg (30L),34.2
2025-09-02,Rice (Bomba),55.9035
2025-09-02,Seafood Mix,96.25
2025-09-02,Olive Oil,22.4
2025-09-02,Wine Bottle (Red),15.15
2025-09-02,Coffee Beans,1.5907
2025-09-02,Sangria Mix,103.0
2025-09-02,Chicken,10.807
2025-09-02,Potatoes,17.069
2025-09-02,Lettuce,3.3
2025-09-02,Eggs,60.0
2025-09-02,Onions,2.0
2025-09-02,Beef Steak,0.3
2025-09-03,Wine Bottle (Red),8.1
2025-09-03,Rice (Bomba),38.6325
2025-09-03,Seafood Mix,67.95
2025-09-03,Olive Oil,16.15
2025-09-03,Sangria Mix,66.0
2025-09-03,Beer Keg (30L),24.3
2025-09-03,Coffee Beans,0.9545
2025-09-03,Potatoes,8.686
2025-09-03,Chicken,3.434
2025-09-03,Lettuce,1.0
2025-09-03,Eggs,42.0
2025-09-03,Onions,1.4
2025-09-04,Sangria Mix,117.0
2025-09-04,Rice (Bomba),74.235
2025-09-04,Seafood Mix,127.5
2025-09-04,Olive Oil,29.25
2025-09-04,Wine Bottle (Red),15.0
2025-09-04,Beer Keg (30L),42.0
2025-09-04,Coffee Beans,2.121
2025-09-04,Chicken,6.161
2025-09-04,Potatoes,15.15
2025-09-04,Lettuce,1.9
2025-09-04,Eggs,75.0
2025-09-04,Onions,2.5
2025-09-05,Wine Bottle (Red),7.2
2025-09-05,Coffee Beans,0.7121
2025-09-05,Rice (Bomba),33.4815
2025-09-05,Seafood Mix,59.05
2025-09-05,Olive Oil,14.65
2025-09-05,Beer Keg (30L),24.6
2025-09-05,Sangria Mix,54.0
2025-09-05,Chicken,8.282
2025-09-05,Potatoes,14.039
2025-09-05,Lettuce,2.2
2025-09-05,Eggs,45.0
2025-09-05,Onions,1.5
2025-09-06,Coffee Beans,1.1514
2025-09-06,Rice (Bomba),33.1785
2025-09-06,Seafood Mix,57.75
2025-09-06,Olive Oil,13.9
2025-09-06,Beer Keg (30L),25.5
2025-09-06,Sangria Mix,53.0
2025-09-06,Chicken,8.383
2025-09-06,Potatoes,13.029
2025-09-06,Lettuce,2.5
2025-09-06,Wine Bottle (Red),5.4
2025-09-06,Eggs,42.0
2025-09-06,Onions,1.4
2025-09-06,Beef Steak,0.3
2025-09-07,Wine Bottle (Red),9.3
2025-09-07,Rice (Bomba),23.7855
2025-09-07,Seafood Mix,40.65
2025-09-07,Olive Oil,10.0
2025-09-07,Sangria Mix,51.0
2025-09-07,Coffee Beans,0.6363
2025-09-07,Beer Keg (30L),22.8
2025-09-07,Chicken,6.969
2025-09-07,Potatoes,11.918
2025-09-07,Lettuce,1.9
2025-09-07,Eggs,57.0
2025-09-07,Onions,1.9
2025-09-07,Beef Steak,0.9
2025-09-08,Sangria Mix,61.0
2025-09-08,Wine Bottle (Red),9.9
2025-09-08,Coffee Beans,1.2271
2025-09-08,Beer Keg (30L),20.1
2025-09-08,Rice (Bomba),41.0565
2025-09-08,Seafood Mix,68.75
2025-09-08,Olive Oil,15.3
2025-09-08,Chicken,4.545
2025-09-08,Potatoes,9.696
2025-09-08,Lettuce,1.1
2025-09-08,Eggs,27.0
2025-09-08,Onions,0.9
2025-09-08,Beef Steak,0.3
2025-09-09,Rice (Bomba),74.3865
2025-09-09,Seafood Mix,126.95
2025-09-09,Olive Oil,28.55
2025-09-09,Coffee Beans,1.6665
2025-09-09,Sangria Mix,129.0
2025-09-09,Beer Keg (30L),46.5
2025-09-09,Wine Bottle (Red),16.35
2025-09-09,Chicken,11.918
2025-09-09,Potatoes,17.978
2025-09-09,Lettuce,3.4
2025-09-09,Eggs,54.0
2025-09-09,Onions,1.8
2025-09-09,Beef Steak,0.9
2025-09-10,Wine Bottle (Red),18.6
2025-09-10,Sangria Mix,113.0
2025-09-10,Beer Keg (30L),37.5
2025-09-10,Rice (Bomba),66.66
2025-09-10,Seafood Mix,114.6
2025-09-10,Olive Oil,26.75
2025-09-10,Coffee Beans,1.515
2025-09-10,Chicken,7.272
2025-09-10,Potatoes,17.372
2025-09-10,Lettuce,2.4
2025-09-10,Eggs,75.0
2025-09-10,Onions,2.5
2025-09-10,Beef Steak,0.3
2025-09-11,Rice (Bomba),80.1435
2025-09-11,Seafood Mix,139.65
2025-09-11,Olive Oil,34.05
2025-09-11,Coffee Beans,2.0907
2025-09-11,Beer Keg (30L),50.1
2025-09-11,Sangria Mix,128.0
2025-09-11,Wine Bottle (Red),20.4
2025-09-11,Chicken,9.797
2025-09-11,Potatoes,27.169
2025-09-11,Lettuce,2.7
2025-09-11,Eggs,123.0
2025-09-11,Onions,4.1
2025-09-11,Beef Steak,2.1
2025-09-12,Coffee Beans,1.318
2025-09-12,Rice (Bomba),59.691
2025-09-12,Seafood Mix,102.3
2025-09-12,Olive Oil,23.8
2025-09-12,Wine Bottle (Red),16.65
2025-09-12,Beer Keg (30L),37.5
2025-09-12,Sangria Mix,92.0
2025-09-12,Potatoes,16.968
2025-09-12,Chicken,8.888
2025-09-12,Lettuce,2.8
2025-09-12,Eggs,72.0
2025-09-12,Onions,2.4
2025-09-12,Beef Steak,0.3
2025-09-13,Beer Keg (30L),28.2
2025-09-13,Wine Bottle (Red),13.8
2025-09-13,Rice (Bomba),56.055
2025-09-13,Seafood Mix,95.3
2025-09-13,Olive Oil,21.15
2025-09-13,Sangria Mix,92.0
2025-09-13,Coffee Beans,1.1665
2025-09-13,Chicken,6.06
2025-09-13,Potatoes,10.403
2025-09-13,Lettuce,2.0
2025-09-13,Eggs,42.0
2025-09-13,Onions,1.4
2025-09-13,Beef Steak,0.3
2025-09-14,Wine Bottle (Red),15.0
2025-09-14,Rice (Bomba),63.63
2025-09-14,Seafood Mix,110.8
2025-09-14,Olive Oil,25.8
2025-09-14,Coffee Beans,1.4392
2025-09-14,Sangria Mix,101.0
2025-09-14,Beer Keg (30L),32.1
2025-09-14,Chicken,9.09
2025-09-14,Potatoes,15.655
2025-09-14,Lettuce,3.0
2025-09-14,Eggs,63.0
2025-09-14,Onions,2.1
2025-09-14,Beef Steak,0.3
2025-09-15,Rice (Bomba),38.784
2025-09-15,Seafood Mix,65.0
2025-09-15,Olive Oil,14.3
2025-09-15,Sangria Mix,67.0
2025-09-15,Beer Keg (30L),22.5
2025-09-15,Coffee Beans,1.1665
2025-09-15,Wine Bottle (Red),11.4
2025-09-15,Chicken,7.575
2025-09-15,Potatoes,10.504
2025-09-15,Lettuce,2.1
2025-09-15,Eggs,24.0
2025-09-15,Onions,0.8
2025-09-15,Beef Steak,0.6
2025-09-16,Rice (Bomba),38.0265
2025-09-16,Seafood Mix,64.35
2025-09-16,Olive Oil,14.2
2025-09-16,Beer Keg (30L),29.4
2025-09-16,Sangria Mix,53.0
2025-09-16,Coffee Beans,0.8787
2025-09-16,Wine Bottle (Red),9.0
2025-09-16,Chicken,7.07
2025-09-16,Potatoes,10.1
2025-09-16,Lettuce,1.8
2025-09-16,Eggs,15.0
2025-09-16,Onions,0.5
2025-09-16,Beef Steak,1.5
2025-09-17,Rice (Bomba),77.871
2025-09-17,Seafood Mix,131.5
2025-09-17,Olive Oil,29.15
2025-09-17,Sangria Mix,138.0
2025-09-17,Beer Keg (30L),45.3
2025-09-17,Wine Bottle (Red),18.9
2025-09-17,Coffee Beans,2.121
2025-09-17,Chicken,8.787
2025-09-17,Potatoes,16.059
2025-09-17,Lettuce,2.5
2025-09-17,Eggs,60.0
2025-09-17,Onions,2.0
2025-09-17,Beef Steak,0.9
2025-09-18,Rice (Bomba),52.8735
2025-09-18,Seafood Mix,90.85
2025-09-18,Olive Oil,21.25
2025-09-18,Beer Keg (30L),36.3
2025-09-18,Wine Bottle (Red),13.2
2025-09-18,Coffee Beans,1.4392
2025-09-18,Sangria Mix,104.0
2025-09-18,Chicken,8.383
2025-09-18,Potatoes,16.362
2025-09-18,Lettuce,2.1
2025-09-18,Eggs,48.0
2025-09-18,Onions,1.6
2025-09-18,Beef Steak,0.9
2025-09-19,Sangria Mix,40.0
2025-09-19,Wine Bottle (Red),7.5
2025-09-19,Rice (Bomba),28.6335
2025-09-19,Seafood Mix,48.85
2025-09-19,Olive Oil,11.25
2025-09-19,Coffee Beans,0.9545
2025-09-19,Beer Keg (30L),15.6
2025-09-19,Potatoes,7.171
2025-09-19,Eggs,27.0
2025-09-19,Onions,0.9
2025-09-19,Chicken,3.03
2025-09-19,Lettuce,0.6
2025-09-19,Beef Steak,0.3
2025-09-20,Rice (Bomba),48.177
2025-09-20,Seafood Mix,83.1
2025-09-20,Olive Oil,18.9
2025-09-20,Coffee Beans,1.2271
2025-09-20,Wine Bottle (Red),11.85
2025-09-20,Beer Keg (30L),26.4
2025-09-20,Sangria Mix,76.0
2025-09-20,Chicken,6.666
2025-09-20,Potatoes,10.908
2025-09-20,Lettuce,2.2
2025-09-20,Beef Steak,0.9
2025-09-20,Eggs,42.0
2025-09-20,Onions,1.4
2025-09-21,Rice (Bomba),56.964
2025-09-21,Seafood Mix,97.8
2025-09-21,Olive Oil,22.4
2025-09-21,Coffee Beans,1.4847
2025-09-21,Sangria Mix,87.0
2025-09-21,Wine Bottle (Red),16.35
2025-09-21,Beer Keg (30L),32.4
2025-09-21,Chicken,3.636
2025-09-21,Potatoes,11.211
2025-09-21,Lettuce,1.2
2025-09-21,Beef Steak,0.9
2025-09-21,Eggs,63.0
2025-09-21,Onions,2.1
2025-09-22,Rice (Bomba),60.1455
2025-09-22,Seafood Mix,103.05
2025-09-22,Olive Oil,23.4
2025-09-22,Coffee Beans,1.3332
2025-09-22,Wine Bottle (Red),14.1
2025-09-22,Sangria Mix,101.0
2025-09-22,Beer Keg (30L),40.2
2025-09-22,Chicken,7.777
2025-09-22,Potatoes,14.645
2025-09-22,Lettuce,2.3
2025-09-22,Beef Steak,1.5
2025-09-22,Eggs,42.0
2025-09-22,Onions,1.4
2025-09-23,Coffee Beans,1.4544
2025-09-23,Rice (Bomba),57.267
2025-09-23,Seafood Mix,100.1
2025-09-23,Olive Oil,23.55
2025-09-23,Beer Keg (30L),30.9
2025-09-23,Wine Bottle (Red),12.75
2025-09-23,Sangria Mix,94.0
2025-09-23,Chicken,6.464
2025-09-23,Potatoes,14.443
2025-09-23,Lettuce,2.0
2025-09-23,Eggs,54.0
2025-09-23,Onions,1.8
2025-09-23,Beef Steak,1.2
2025-09-24,Rice (Bomba),75.75
2025-09-24,Seafood Mix,129.2
2025-09-24,Olive Oil,29.4
2025-09-24,Coffee Beans,2.2573
2025-09-24,Beer Keg (30L),42.3
2025-09-24,Sangria Mix,119.0
2025-09-24,Wine Bottle (Red),17.1
2025-09-24,Potatoes,17.069
2025-09-24,Chicken,7.777
2025-09-24,Lettuce,2.3
2025-09-24,Eggs,75.0
2025-09-24,Onions,2.5
2025-09-24,Beef Steak,0.9
2025-09-25,Beer Keg (30L),50.7
2025-09-25,Rice (Bomba),68.6295
2025-09-25,Seafood Mix,118.05
2025-09-25,Olive Oil,27.6
2025-09-25,Wine Bottle (Red),17.55
2025-09-25,Chicken,12.827
2025-09-25,Potatoes,22.826
2025-09-25,Lettuce,3.7
2025-09-25,Coffee Beans,1.9998
2025-09-25,Sangria Mix,120.0
2025-09-25,Eggs,57.0
2025-09-25,Onions,1.9
2025-09-25,Beef Steak,1.5
2025-09-26,Rice (Bomba),48.6315
2025-09-26,Seafood Mix,81.85
2025-09-26,Olive Oil,18.15
2025-09-26,Beer Keg (30L),30.0
2025-09-26,Coffee Beans,1.2574
2025-09-26,Sangria Mix,80.0
2025-09-26,Wine Bottle (Red),11.1
2025-09-26,Chicken,4.646
2025-09-26,Potatoes,9.797
2025-09-26,Lettuce,1.4
2025-09-26,Eggs,33.0
2025-09-26,Onions,1.1
2025-09-27,Wine Bottle (Red),18.6
2025-09-27,Rice (Bomba),63.7815
2025-09-27,Seafood Mix,107.85
2025-09-27,Olive Oil,24.1
2025-09-27,Beer Keg (30L),38.7
2025-09-27,Sangria Mix,120.0
2025-09-27,Coffee Beans,1.3938
2025-09-27,Chicken,9.696
2025-09-27,Potatoes,15.251
2025-09-27,Lettuce,2.4
2025-09-27,Eggs,54.0
2025-09-27,Onions,1.8
2025-09-27,Beef Steak,0.6
2025-09-28,Rice (Bomba),58.0245
2025-09-28,Seafood Mix,98.35
2025-09-28,Olive Oil,21.6
2025-09-28,Coffee Beans,1.3786
2025-09-28,Wine Bottle (Red),16.95
2025-09-28,Sangria Mix,104.0
2025-09-28,Beer Keg (30L),40.8
2025-09-28,Chicken,9.595
2025-09-28,Potatoes,12.423
2025-09-28,Lettuce,2.9
2025-09-28,Beef Steak,0.9
2025-09-28,Eggs,42.0
2025-09-28,Onions,1.4
2025-09-29,Rice (Bomba),70.7505
2025-09-29,Seafood Mix,120.75
2025-09-29,Olive Oil,27.6
2025-09-29,Coffee Beans,1.8331
2025-09-29,Sangria Mix,106.0
2025-09-29,Wine Bottle (Red),17.55
2025-09-29,Beer Keg (30L),49.2
2025-09-29,Chicken,9.494
2025-09-29,Potatoes,18.887
2025-09-29,Lettuce,3.0
2025-09-29,Eggs,60.0
2025-09-29,Onions,2.0
2025-09-29,Beef Steak,1.5
2025-09-30,Wine Bottle (Red),10.05
2025-09-30,Rice (Bomba),47.7225
2025-09-30,Seafood Mix,81.95
2025-09-30,Olive Oil,19.45
2025-09-30,Sangria Mix,76.0
2025-09-30,Coffee Beans,1.2877
2025-09-30,Beer Keg (30L),27.6
2025-09-30,Chicken,7.373
2025-09-30,Potatoes,16.261
2025-09-30,Lettuce,1.9
2025-09-30,Beef Steak,0.9
2025-09-30,Eggs,51.0
2025-09-30,Onions,1.7
2025-10-01,Rice (Bomba),60.1455
2025-10-01,Seafood Mix,104.85
2025-10-01,Olive Oil,24.9
2025-10-01,Sangria Mix,103.0
2025-10-01,Chicken,8.383
2025-10-01,Potatoes,17.574
2025-10-01,Lettuce,2.5
2025-10-01,Beer Keg (30L),40.5
2025-10-01,Wine Bottle (Red),17.25
2025-10-01,Coffee Beans,1.3332
2025-10-01,Eggs,57.0
2025-10-01,Onions,1.9
2025-10-01,Beef Steak,0.6
2025-10-02,Beer Keg (30L),50.7
2025-10-02,Rice (Bomba),70.296
2025-10-02,Seafood Mix,119.6
2025-10-02,Olive Oil,26.5
2025-10-02,Sangria Mix,123.0
2025-10-02,Coffee Beans,1.6665
2025-10-02,Wine Bottle (Red),19.05
2025-10-02,Chicken,9.494
2025-10-02,Potatoes,14.746
2025-10-02,Lettuce,3.0
2025-10-02,Beef Steak,1.2
2025-10-02,Eggs,42.0
2025-10-02,Onions,1.4
2025-10-03,Beer Keg (30L),16.5
2025-10-03,Rice (Bomba),32.2695
2025-10-03,Seafood Mix,56.45
2025-10-03,Olive Oil,13.4
2025-10-03,Wine Bottle (Red),10.8
2025-10-03,Sangria Mix,53.0
2025-10-03,Coffee Beans,0.7424
2025-10-03,Eggs,36.0
2025-10-03,Potatoes,8.787
2025-10-03,Onions,1.2
2025-10-03,Chicken,3.939
2025-10-03,Lettuce,1.3
2025-10-03,Beef Steak,0.6
2025-10-04,Rice (Bomba),36.663
2025-10-04,Seafood Mix,61.9
2025-10-04,Olive Oil,14.2
2025-10-04,Coffee Beans,0.8787
2025-10-04,Beer Keg (30L),27.0
2025-10-04,Sangria Mix,55.0
2025-10-04,Wine Bottle (Red),8.1
2025-10-04,Potatoes,11.413
2025-10-04,Chicken,7.272
2025-10-04,Lettuce,2.0
2025-10-04,Eggs,51.0
2025-10-04,Onions,1.7
2025-10-05,Coffee Beans,1.4089
2025-10-05,Rice (Bomba),66.357
2025-10-05,Seafood Mix,112.5
2025-10-05,Olive Oil,25.5
2025-10-05,Sangria Mix,103.0
2025-10-05,Wine Bottle (Red),13.05
2025-10-05,Beer Keg (30L),37.8
2025-10-05,Chicken,9.595
2025-10-05,Potatoes,18.079
2025-10-05,Lettuce,2.5
2025-10-05,Eggs,63.0
2025-10-05,Onions,2.1
2025-10-05,Beef Steak,2.1
2025-10-06,Rice (Bomba),36.8145
2025-10-06,Seafood Mix,61.75
2025-10-06,Olive Oil,13.3
2025-10-06,Sangria Mix,65.0
2025-10-06,Beer Keg (30L),18.3
2025-10-06,Coffee Beans,0.8636
2025-10-06,Wine Bottle (Red),8.1
2025-10-06,Chicken,3.838
2025-10-06,Potatoes,6.161
2025-10-06,Lettuce,1.0
2025-10-06,Eggs,24.0
2025-10-06,Onions,0.8
2025-10-06,Beef Steak,0.9
2025-10-07,Beer Keg (30L),33.3
2025-10-07,Coffee Beans,1.3635
2025-10-07,Rice (Bomba),52.116
2025-10-07,Seafood Mix,91.2
2025-10-07,Olive Oil,22.05
2025-10-07,Sangria Mix,75.0
2025-10-07,Wine Bottle (Red),16.8
2025-10-07,Chicken,8.181
2025-10-07,Potatoes,17.574
2025-10-07,Lettuce,1.9
2025-10-07,Eggs,63.0
2025-10-07,Onions,2.1
2025-10-07,Beef Steak,1.5
2025-10-08,Rice (Bomba),56.8125
2025-10-08,Seafood Mix,95.95
2025-10-08,Olive Oil,21.95
2025-10-08,Wine Bottle (Red),13.05
2025-10-08,Sangria Mix,89.0
2025-10-08,Beer Keg (30L),37.5
2025-10-08,Coffee Beans,1.2726
2025-10-08,Chicken,7.272
2025-10-08,Potatoes,14.746
2025-10-08,Lettuce,2.4
2025-10-08,Eggs,84.0
2025-10-08,Onions,2.8
2025-10-09,Sangria Mix,94.0
2025-10-09,Rice (Bomba),53.4795
2025-10-09,Seafood Mix,91.65
2025-10-09,Olive Oil,21.8
2025-10-09,Coffee Beans,1.4695
2025-10-09,Wine Bottle (Red),13.95
2025-10-09,Beer Keg (30L),36.9
2025-10-09,Chicken,9.595
2025-10-09,Potatoes,18.382
2025-10-09,Lettuce,2.9
2025-10-09,Eggs,93.0
2025-10-09,Onions,3.1
2025-10-09,Beef Steak,0.6
2025-10-10,Rice (Bomba),34.0875
2025-10-10,Seafood Mix,59.65
2025-10-10,Olive Oil,14.1
2025-10-10,Sangria Mix,54.0
2025-10-10,Beer Keg (30L),23.7
2025-10-10,Wine Bottle (Red),11.4
2025-10-10,Coffee Beans,0.9848
2025-10-10,Chicken,6.363
2025-10-10,Potatoes,11.11
2025-10-10,Lettuce,1.7
2025-10-10,Eggs,27.0
2025-10-10,Onions,0.9
2025-10-10,Beef Steak,1.5
2025-10-11,Coffee Beans,1.318
2025-10-11,Beer Keg (30L),25.5
2025-10-11,Wine Bottle (Red),13.35
2025-10-11,Rice (Bomba),49.389
2025-10-11,Seafood Mix,84.9
2025-10-11,Olive Oil,19.6
2025-10-11,Sangria Mix,84.0
2025-10-11,Chicken,7.777
2025-10-11,Potatoes,12.928
2025-10-11,Lettuce,1.9
2025-10-11,Eggs,54.0
2025-10-11,Onions,1.8
2025-10-11,Beef Steak,0.3
2025-10-12,Rice (Bomba),69.69
2025-10-12,Seafood Mix,119.4
2025-10-12,Olive Oil,26.55
2025-10-12,Beer Keg (30L),33.0
2025-10-12,Sangria Mix,92.0
2025-10-12,Wine Bottle (Red),14.55
2025-10-12,Coffee Beans,1.7574
2025-10-12,Chicken,8.08
2025-10-12,Potatoes,12.928
2025-10-12,Lettuce,2.0
2025-10-12,Eggs,27.0
2025-10-12,Onions,0.9
2025-10-12,Beef Steak,0.9
2025-10-13,Sangria Mix,57.0
2025-10-13,Rice (Bomba),33.33
2025-10-13,Seafood Mix,58.2
2025-10-13,Olive Oil,14.35
2025-10-13,Coffee Beans,0.803
2025-10-13,Wine Bottle (Red),9.3
2025-10-13,Beer Keg (30L),18.3
2025-10-13,Eggs,27.0
2025-10-13,Potatoes,12.524
2025-10-13,Onions,0.9
2025-10-13,Chicken,3.838
2025-10-13,Lettuce,1.0
2025-10-13,Beef Steak,0.6
2025-10-14,Coffee Beans,0.6969
2025-10-14,Rice (Bomba),28.9365
2025-10-14,Seafood Mix,49.95
2025-10-14,Olive Oil,11.45
2025-10-14,Beer Keg (30L),22.2
2025-10-14,Wine Bottle (Red),8.4
2025-10-14,Sangria Mix,44.0
2025-10-14,Chicken,5.454
2025-10-14,Potatoes,7.979
2025-10-14,Lettuce,1.8
2025-10-14,Eggs,21.0
2025-10-14,Onions,0.7
2025-10-14,Beef Steak,0.3
2025-10-15,Rice (Bomba),33.1785
2025-10-15,Seafood Mix,58.75
2025-10-15,Olive Oil,14.05
2025-10-15,Wine Bottle (Red),10.5
2025-10-15,Sangria Mix,53.0
2025-10-15,Beer Keg (30L),22.8
2025-10-15,Coffee Beans,0.8787
2025-10-15,Chicken,6.363
2025-10-15,Potatoes,10.908
2025-10-15,Lettuce,1.7
2025-10-15,Eggs,24.0
2025-10-15,Onions,0.8
2025-10-15,Beef Steak,1.5
2025-10-16,Rice (Bomba),46.965
2025-10-16,Seafood Mix,81.9
2025-10-16,Olive Oil,19.25
2025-10-16,Coffee Beans,1.2726
2025-10-16,Wine Bottle (Red),15.15
2025-10-16,Chicken,7.07
2025-10-16,Potatoes,12.928
2025-10-16,Lettuce,2.2
2025-10-16,Beer Keg (30L),30.6
2025-10-16,Sangria Mix,71.0
2025-10-16,Eggs,45.0
2025-10-16,Onions,1.5
2025-10-16,Beef Steak,0.6
2025-10-17,Beer Keg (30L),41.7
2025-10-17,Rice (Bomba),66.2055
2025-10-17,Seafood Mix,112.85
2025-10-17,Olive Oil,26.05
2025-10-17,Wine Bottle (Red),13.95
2025-10-17,Coffee Beans,1.8786
2025-10-17,Sangria Mix,113.0
2025-10-17,Chicken,12.221
2025-10-17,Potatoes,20.301
2025-10-17,Lettuce,3.5
2025-10-17,Eggs,69.0
2025-10-17,Onions,2.3
2025-10-17,Beef Steak,0.3
2025-10-18,Rice (Bomba),68.3265
2025-10-18,Seafood Mix,116.15
2025-10-18,Olive Oil,26.15
2025-10-18,Sangria Mix,137.0
2025-10-18,Beer Keg (30L),45.3
2025-10-18,Coffee Beans,2.0149
2025-10-18,Wine Bottle (Red),17.1
2025-10-18,Chicken,7.272
2025-10-18,Potatoes,14.544
2025-10-18,Lettuce,2.0
2025-10-18,Eggs,60.0
2025-10-18,Onions,2.0
2025-10-18,Beef Steak,0.6
2025-10-19,Wine Bottle (Red),16.05
2025-10-19,Rice (Bomba),55.6005
2025-10-19,Seafood Mix,95.35
2025-10-19,Olive Oil,22.65
2025-10-19,Coffee Beans,1.3786
2025-10-19,Beer Keg (30L),36.6
2025-10-19,Sangria Mix,99.0
2025-10-19,Chicken,9.797
2025-10-19,Potatoes,19.19
2025-10-19,Lettuce,2.7
2025-10-19,Eggs,72.0
2025-10-19,Onions,2.4
2025-10-19,Beef Steak,0.3
2025-10-20,Rice (Bomba),69.8415
2025-10-20,Seafood Mix,120.25
2025-10-20,Olive Oil,28.6
2025-10-20,Beer Keg (30L),46.8
2025-10-20,Wine Bottle (Red),16.65
2025-10-20,Coffee Beans,1.9089
2025-10-20,Sangria Mix,123.0
2025-10-20,Chicken,10.201
2025-10-20,Potatoes,22.422
2025-10-20,Lettuce,2.7
2025-10-20,Eggs,99.0
2025-10-20,Onions,3.3
2025-10-20,Beef Steak,1.2
2025-10-21,Beer Keg (30L),18.6
2025-10-21,Wine Bottle (Red),6.9
2025-10-21,Rice (Bomba),34.3905
2025-10-21,Seafood Mix,59.15
2025-10-21,Olive Oil,14.0
2025-10-21,Sangria Mix,59.0
2025-10-21,Coffee Beans,0.6969
2025-10-21,Chicken,5.252
2025-10-21,Potatoes,11.413
2025-10-21,Lettuce,1.6
2025-10-21,Eggs,30.0
2025-10-21,Onions,1.0
2025-10-21,Beef Steak,0.3
2025-10-22,Beer Keg (30L),39.0
2025-10-22,Coffee Beans,1.5453
2025-10-22,Rice (Bomba),66.963
2025-10-22,Seafood Mix,114.3
2025-10-22,Olive Oil,26.45
2025-10-22,Wine Bottle (Red),16.5
2025-10-22,Sangria Mix,106.0
2025-10-22,Chicken,9.595
2025-10-22,Potatoes,19.291
2025-10-22,Lettuce,2.9
2025-10-22,Eggs,72.0
2025-10-22,Onions,2.4
2025-10-22,Beef Steak,0.9
2025-10-23,Wine Bottle (Red),14.85
2025-10-23,Rice (Bomba),56.8125
2025-10-23,Seafood Mix,95.95
2025-10-23,Olive Oil,21.45
2025-10-23,Beer Keg (30L),33.3
2025-10-23,Eggs,54.0
2025-10-23,Potatoes,12.726
2025-10-23,Onions,1.8
2025-10-23,Sangria Mix,82.0
2025-10-23,Coffee Beans,1.212
2025-10-23,Chicken,7.07
